"","bag_number","depth","act_depth","species","colony_number","site","sample_id","airbrush_volume","surface_area","Host_AFDW_mg.cm2","Sym_AFDW_mg.cm2","sym.cm2","chla.ug.cm2","chlc2.ug.cm2","prot_mg.cm2","D","cor_di","cal_di","cor_a","cal_a"
"1","141",15,23,"AAGA",1,"Media Luna","15AA1ML","24.5","14.61002786",1.92846997076158,1.00615824561473,167693.040935789,3.386742629,0.915771697,0.767485661,12.563,0.3087,0.1681,0.089,0.0228
"2","143",15,21,"AAGA",2,"Media Luna","15AA2ML","20","5.440111421",3.95212493571462,4.04403481794054,1317374.97844899,4.505238607,0.54612852,1.29004065,15.563,0.2539,0.1566,0.0576,0.02
"3","147",15,22,"AAGA",3,"Media Luna","15AA3ML","17","6.501392758",NA,1.56889460146041,1893568.62323868,9.662625739,2.204100803,1.090977864,14.33,0.3094,0.1645,0.0878,0.0212
"4","151",15,20,"AAGA",4,"Media Luna","15AA4ML","16.5","9.178272981",3.99993550812868,4.13476479491954,1007724.07690932,NA,NA,1.326884338,14.644,0.3232,0.194,0.0884,0.0276
"5","152",15,20,"AAGA",5,"Media Luna","15AA5ML","21","6.662952646",4.33366429781467,6.93386287650348,1187161.3713852,NA,NA,NA,12.541,0.3937,0.1775,0.1284,0.0252
"6","320",30,31,"AAGA",1,"Media Luna","30AA1ML","26","20.29526462",3.29879906734618,5.3805654690695,585029.737552641,6.961405496,1.635435685,1.08856449,2.984,0.3578,0.161,0.1146,0.022
"7","211",30,34,"AAGA",2,"Media Luna","30AA2ML","33","17.76044568",5.10966907222342,3.34451066545533,742450.399977801,3.741795178,0.726687845,1.024730639,10.967,0.4351,0.1824,0.1494,0.0258
"8","216",30,30,"AAGA",3,"Media Luna","30AA3ML","27","16.06406685",3.10942431119178,2.18500086732396,917887.116468268,4.554214115,0.926146233,0.913357669,10.608,0.4104,0.1713,0.1234,0.0226
"9","323",30,33,"AAGA",4,"Media Luna","30AA4ML","19.5","7.935933148",6.08151544373368,2.45717795706411,500650.008751813,10.05520221,2.091857024,1.050379768,10.434,0.377,0.159,0.1248,0.0202
"10","325",30,30,"AAGA",5,"Media Luna","30AA5ML","27","9.298050139",5.73507339741395,8.1307369684856,1404730.00303747,7.925097079,1.516963212,1.779997126,9.795,0.4007,0.1869,0.1208,0.0248
"11","337",45,45,"AAGA",1,"Media Luna","45AA1ML","23","8.623955432",4.13383397921067,6.6674741600172,1177920.43502527,6.659273167,0.932646286,0.954538812,11.527,0.355,0.1898,0.1034,0.027
"12","342",45,45,"AAGA",2,"Media Luna","45AA2ML","23.5","10.35376045",4.87986951639392,5.90123755470893,1225641.64597801,6.896976821,1.420269,1.282354561,9.853,0.3962,0.1786,0.1266,0.024
"13","348",45,46,"AAGA",3,"Media Luna","45AA3ML","32","26.2367688",3.29308843854278,4.8786495385819,1233891.77953956,5.685415551,1.419016201,1.060706524,11.004,0.3982,0.1906,0.116,0.0248
"14","355",45,48,"AAGA",4,"Media Luna","45AA4ML","23","11.70473538",5.3055449767887,3.73353165033279,246241.149964383,7.433870894,2.217963427,0.839993593,14.102,0.3053,0.145,0.075,0.0168
"15","361",45,40,"AAGA",5,"Media Luna","45AA5ML","40","18.91086351",3.64869642063214,13.3256738840478,1388972.35729666,7.222039328,1.545143615,0.825482495,11.478,0.287,0.1853,0.0676,0.0272
"16","160",55,54,"AAGA",1,"Media Luna","55AA1ML","29.5","6.816155989",4.00335615030479,2.59677155695446,1215433.35359692,5.621938288,1.026698554,0.96086452,15.082,0.3137,0.1376,0.0804,0.0152
"17","163",55,57,"AAGA",2,"Media Luna","55AA2ML","10.5","5.459610028",4.13491071417601,NA,97763.3928481384,4.180314598,0.826934062,0.636478916,12.346,0.418,0.300166666666667,0.131,0.0693333333333333
"18","171",55,50,"AAGA",3,"Media Luna","55AA3ML","23","17.4735376",3.06034194243529,3.02743503982845,648265.981354571,2.462675808,0.574521613,0.667727672,11.394,0.3283,0.1669,0.0886,0.0214
"19","173",55,56,"AAGA",4,"Media Luna","55AA4ML","24","11.61559889",4.23568345170363,4.95884891906766,856606.714249238,6.306881005,1.746857841,1.060403029,11.184,0.3344,0.1677,0.0958,0.0206
"20","175",55,64,"AAGA",5,"Media Luna","55AA5ML","19.5","15.26462396",2.84235629476981,4.47112226143565,386432.709738367,4.221080072,1.264082073,0.704527813,6.164,0.5092,0.2517,0.1854,0.0424
"21","134",15,13,"CNAT",1,"Media Luna","15CN1ML","26","27.95543175",3.44119171044461,11.4396373076942,297616.580362777,2.494910493,0.833047409,0.855483974,NA,NA,NA,NA,NA
"22","154",15,24,"CNAT",2,"Media Luna","15CN2ML","17","11.28690808",3.04999382966535,7.53084896213667,NA,2.930316088,0.7229615,0.994730249,NA,NA,NA,NA,NA
"23","157",15,24,"CNAT",3,"Media Luna","15CN3ML","20","16.4902507",1.63733108072153,5.82162162034322,71633.234781567,2.276173198,0.71736326,0.375221406,NA,NA,NA,NA,NA
"24","306",15,23,"CNAT",4,"Media Luna","15CN4ML","30","13.33426184",6.58079172682573,16.7613327743083,944934.196672412,4.248585387,1.120759453,1.342714577,NA,NA,NA,NA,NA
"25","309",15,24,"CNAT",5,"Media Luna","15CN5ML","33","23.41225627",2.32570493727984,6.06092801836566,632717.033457451,5.617305675,1.374139238,0.775836429,NA,NA,NA,NA,NA
"26","158",30,28,"CNAT",1,"Media Luna","30CN1ML","15","14.08077994",2.95615727093026,9.16142433513523,NA,5.222775323,1.444202671,0.798339195,NA,NA,NA,NA,NA
"27","159",30,29,"CNAT",2,"Media Luna","30CN2ML","15","203.1727019",0.295315263511786,0.575864763847982,46696.7260428011,0.376723838,0.125176757,0.05676177,NA,NA,NA,NA,NA
"28","327",30,32,"CNAT",3,"Media Luna","30CN3ML","40","26.06406685",3.83669979729199,7.82686758647567,187998.290067308,5.723882905,1.517568238,1.028456207,NA,NA,NA,NA,NA
"29","212",30,34,"CNAT",4,"Media Luna","30CN4ML","15","17.24233983",NA,NA,114724.858662062,1.704459794,0.608705089,1.202720454,NA,NA,NA,NA,NA
"30","218",30,31,"CNAT",5,"Media Luna","30CN5ML","37","27.28690808",2.64412515292938,5.55944262923614,NA,3.623072942,1.279858271,0.677622416,NA,NA,NA,NA,NA
"31","335",45,48,"CNAT",1,"Media Luna","45CN1ML","24.5","30.48189415",2.67248812029616,12.2974641324906,230410.003380646,1.665777251,0.56950119,0.360922275,NA,NA,NA,NA,NA
"32","344",45,47,"CNAT",2,"Media Luna","45CN2ML","27","29.13091922",2.13175559380786,2.96592082616746,39101.4952668562,2.071958305,0.567209187,0.438689026,NA,NA,NA,NA,NA
"33","352",45,47,"CNAT",3,"Media Luna","45CN3ML","13","16.41504178",1.52451637561412,7.20680468472131,64841.4432485228,6.082694946,1.439638431,0.566172017,NA,NA,NA,NA,NA
"34","362",45,40,"CNAT",4,"Media Luna","45CN4ML","32","28.53760446",2.52298682255967,7.62502684151366,211650.561225839,5.24651372,1.826025729,0.679492062,NA,NA,NA,NA,NA
"35","367",45,45,"CNAT",5,"Media Luna","45CN5ML","17","18.08913649",1.59764397907973,7.04842931946941,238080.279204085,5.956627618,1.329921139,0.605975343,NA,NA,NA,NA,NA
"36","183",55,58,"CNAT",1,"Media Luna","55CN1ML","22","25.22841226",1.63506127832715,4.36016340887241,NA,5.362368769,1.579447394,NA,NA,NA,NA,NA,NA
"37","185",55,61,"CNAT",2,"Media Luna","55CN2ML","13","18.23119777",2.76312070306722,7.34455309460449,156619.284060347,3.653629939,1.140295348,0.946213685,NA,NA,NA,NA,NA
"38","188",55,60,"CNAT",3,"Media Luna","55CN3ML","13","14.12256267",2.96865384701458,10.3097435927328,NA,1.391991817,0.382910321,NA,NA,NA,NA,NA,NA
"39","191",55,55,"CNAT",4,"Media Luna","55CN4ML","21.5","17.30362117",2.39184038955703,6.21257244040786,201908.604313255,NA,NA,0.732156466,NA,NA,NA,NA,NA
"40","192",55,63,"CNAT",5,"Media Luna","55CN5ML","35","28.16713092",2.36090783221311,4.34904074355046,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","139",15,14,"MCAV",1,"Media Luna","15MC1ML","13.5","16.39275766",3.72649320309662,11.0353610876231,529120.858119243,5.284970308,2.03038291,0.965347475,2.746,NA,NA,NA,NA
"42","146",15,22,"MCAV",2,"Media Luna","15MC2ML","15","8.448467967",2.84075173081614,8.87734915880045,693912.792520386,4.71773405,1.365913328,0.86907408,2.6,0.6245,0.9395,0.325,0.682
"43","149",15,24,"MCAV",3,"Media Luna","15MC3ML","21","26.02506964",2.98558278901113,7.90775981954298,188364.049272915,4.660037482,1.647779452,0.622990327,1.853,0.5903,0.8873,0.2852,0.647
"44","153",15,21,"MCAV",4,"Media Luna","15MC4ML","25","29.84679666",3.35044330348582,6.36584227662306,772463.317173951,4.326322736,1.553705261,0.703603655,1.789,0.4665,0.7624,0.1658,0.4316
"45","155",15,25,"MCAV",5,"Media Luna","15MC5ML","25","21.72423398",2.50296512411251,6.44441595173797,201747.61991769,3.67956971,0.816800952,0.669418472,2.223,0.5923,0.8827,0.2656,0.5878
"46","142",30,25,"MCAV",1,"Media Luna","30MC1ML","21","15.94707521",2.60079039283593,8.42787772868352,477908.951976404,3.340270821,0.886507389,0.712050209,2.113,0.5418,0.8543,0.2292,0.569
"47","210",30,34,"MCAV",2,"Media Luna","30MC2ML","35","37.23955432",3.05454783434154,3.47748522678883,766769.828127739,5.371743486,1.284272889,0.681539103,1.244,0.63,1.0951,0.3132,0.9664
"48","214",30,29,"MCAV",3,"Media Luna","30MC3ML","37","12.6545961",4.53195025323645,2.04668721113904,NA,7.708774285,2.465088554,1.229367737,1.488,0.690333333333333,1.032,0.377333333333333,0.884666666666667
"49","321",30,34,"MCAV",4,"Media Luna","30MC4ML","19","32.40668524",1.62697911278259,2.34519511752446,97960.754368718,1.387862041,0.610146482,0.347059678,0.809,0.846166666666667,NA,NA,NA
"50","318",30,31,"MCAV",5,"Media Luna","30MC5ML","17","17.56824513",2.5884770882634,9.87008085992024,238457.835873787,3.683233557,1.301883019,0.692822974,1.948,0.554,0.89125,0.254,0.59825
"51","339",45,48,"MCAV",1,"Media Luna","45MC1ML","35","38.22841226",2.47198338652634,3.29597784870179,619521.762332799,5.263348553,1.05672712,0.554302768,0.564,0.8275,NA,NA,NA
"52","353",45,48,"MCAV",2,"Media Luna","45MC2ML","23","11.17827298",3.80649140311118,9.05327685064281,516105.365848741,6.610435273,1.773104847,0.962772764,2.311,0.5647,0.8457,0.2564,0.4924
"53","364",45,40,"MCAV",3,"Media Luna","45MC3ML","22","41.40947075",1.70009417471244,2.39075743318936,76150.0515579519,2.484112084,0.72284551,0.422215336,1.637,0.589,1.0054,0.283,0.7096
"54","368",45,42,"MCAV",4,"Media Luna","45MC4ML","20","20.55710306",2.09173441775799,4.18346883551597,247278.681201494,3.875189341,1.036332792,0.491439237,1.37,0.645833333333333,1.01633333333333,0.335333333333333,0.755333333333333
"55","369",45,45,"MCAV",5,"Media Luna","45MC5ML","20","24.66573816",2.33116883131626,4.13529079642188,119852.484479629,4.404800941,1.090034274,0.629520351,1.702,0.6024,0.9682,0.2896,0.6918
"56","164",55,59,"MCAV",1,"Media Luna","55MC1ML","39","22.85236769",4.56517247644548,12.1169063860796,379186.639106628,7.954251282,2.712395094,1.29092217,1.475,0.7875,1.21925,NA,NA
"57","166",55,55,"MCAV",2,"Media Luna","55MC2ML","19","15.04735376",5.49266012604199,9.72263976333869,411423.392540749,2.333633468,0.758302768,1.453558833,0.942,0.76625,NA,NA,NA
"58","176",55,64,"MCAV",3,"Media Luna","55MC3ML","21","25.81615599",2.7860460723843,3.17243202402884,353848.187295525,4.636258591,1.33435338,0.839905943,1.726,0.5716,0.9998,0.2686,0.746
"59","177",55,63,"MCAV",4,"Media Luna","55MC4ML","23","18.49303621",2.67397951523289,3.97987648778848,122039.181363826,3.517329853,0.917174974,0.50415598,1.19,0.637,1.03583333333333,0.325333333333333,0.795
"60","181",55,63,"MCAV",5,"Media Luna","55MC5ML","25","37.4902507",1.70044208320005,2.00052009788241,188938.009222222,2.527351509,0.556978137,0.622725172,0.647,NA,NA,NA,NA
"61","140",15,23,"OFAV",1,"Media Luna","15OFA1ML","22","7.381615599",6.5568301885778,11.6234716979334,2091231.44660787,6.866069176,1.558960887,1.606727744,8.283,0.3985,0.28,0.1254,0.0596
"62","144",15,21,"OFAV",2,"Media Luna","15OFA2ML","26.5","22.34818942",2.81622366882552,6.16604761174429,978267.169170969,4.597065176,0.904600687,0.888641179,8.718,0.3837,0.2572,0.1154,0.048
"63","145",15,22,"OFAV",3,"Media Luna","15OFA3ML","13.5","11.80222841",2.83103316079611,5.37610337605727,766380.694033696,3.160481538,0.790287196,0.947896269,8.74,0.412,0.2591,0.1398,0.0516
"64","148",15,24,"OFAV",4,"Media Luna","15OFA4ML","9","8.532033426",2.7953476983952,5.2742409403683,617965.230144658,5.505999878,1.205691479,0.955484732,9.701,0.3765,0.2668,0.1204,0.0536
"65","150",15,24,"OFAV",5,"Media Luna","15OFA5ML","18","13.23398329",2.89028625484988,5.84857924510799,978163.544333748,5.478747284,1.581768659,0.744987094,7.705,0.363,0.2186,0.11,0.0384
"66","156",15,20,"OFAV",6,"Media Luna","15OFA6ML","16.5","11.90529248",2.84117337367591,4.57359616250268,1138779.24656833,5.081889009,1.180819373,0.674665451,9.33,0.3601,0.2345,0.1004,0.0418
"67","328",30,31,"OFAV",1,"Media Luna","30OFA1ML","17.5","8.208913649",4.15706650832623,7.67458432306382,1838702.49406737,7.014889846,1.641135243,1.264235829,9.427,0.3328,0.2201,0.0916,0.0368
"68","329",30,32,"OFAV",2,"Media Luna","30OFA2ML","16.5","16.78551532",2.4083264188996,3.04727016268929,475521.593935789,0.397365668,0.094047604,0.807701134,6.993,0.417,0.2632,0.1374,0.0524
"69","330",30,30,"OFAV",3,"Media Luna","30OFA3ML","10.5","7.671309192",2.08732298480403,4.92745098052098,1471391.6122389,6.093602973,1.13150015,0.713530948,8.867,0.3804,0.2462,0.1098,0.045
"70","331",30,31,"OFAV",4,"Media Luna","30OFA4ML","14.5","8.933147632",2.51591050835104,3.73328656077896,1397277.1801215,0.151144,0.097471243,1.245313507,6.563,0.3897,0.2485,0.1198,0.0472
"71","333",30,32,"OFAV",5,"Media Luna","30OFA5ML","17.5","35.05013928",0.898712548568223,2.09699594665919,128721.849404303,1.210457625,0.309157117,0.240086752,7.829,0.3526,0.245,0.0946,0.0446
"72","338",45,45,"OFAV",1,"Media Luna","45OFA1ML","19.5","5.208913649",4.77306818184115,7.86152406420896,865703.542784915,4.270648162,0.489005515,0.528308363,9.231,0.3507,0.2185,0.102,0.0356
"73","343",45,46,"OFAV",2,"Media Luna","45OFA2ML","27.5","12.5264624",4.28093729000456,5.04931064974897,1220250.07361616,5.157431758,1.313369607,0.750219375,6.131,0.4582,0.2967,0.1668,0.0678
"74","350",45,47,"OFAV",3,"Media Luna","45OFA3ML","40.5","17.43175487",3.89160474696372,5.57603068221668,951281.16026565,2.686039808,0.656577613,0.681197576,5.961,0.4396,0.2924,0.1574,0.0676
"75","363",45,40,"OFAV",4,"Media Luna","45OFA4ML","23","10.42339833",3.80634019193239,8.38498129237281,1094705.89092416,6.308153821,1.407959721,0.777852741,7.365,0.3937,0.224,0.1288,0.038
"76","366",45,44,"OFAV",5,"Media Luna","45OFA5ML","38.5","13.2005571",NA,NA,1693215.57577293,5.31311604,1.514633992,0.938479189,7.313,0.4152,0.2515,0.1392,0.047
"77","161",55,54,"OFAV",1,"Media Luna","55OFA1ML","28","8.972144847",2.7306737037568,6.24153989430126,996045.741569602,5.351522312,2.006342999,0.544756061,8.447,0.4046,0.2497,0.1248,0.048
"78","180",55,59,"OFAV",2,"Media Luna","55OFA2ML","23","23.03064067",2.39680696646465,2.19707305259259,987018.42435111,3.693071745,0.729078719,0.568543604,5.986,0.4319,0.2795,0.1416,0.0606
"79","182",55,63,"OFAV",3,"Media Luna","55OFA3ML","17","11.30362117",4.09824420893964,4.66222276980289,2794827.08999881,12.01048743,1.947793956,1.102747909,8.885,0.3976,0.2383,0.1194,0.0434
"80","190",55,62,"OFAV",4,"Media Luna","55OFA4ML","26.5","12.74094708",3.79583242096003,3.11986226380276,1958580.19901218,5.930667505,1.145613423,0.682727918,6.515,0.3931,0.2434,0.1252,0.0438
"81","195",55,62,"OFAV",5,"Media Luna","55OFA5ML","14.5","9.935933148",1.27693089426169,6.56707317048869,938848.238398997,4.86845105,1.233150406,1.205410637,9.662,0.3793,0.2258,0.1086,0.0392
"82","307",15,25,"OFRA",1,"Media Luna","15OFR1ML","19.5","10.85793872",3.41224987130891,5.74694715167816,2155105.18187931,7.665484642,2.514917951,NA,7.186,0.4489,0.2524,0.1518,0.0464
"83","308",15,25,"OFRA",2,"Media Luna","15OFR2ML","21","12.6545961",4.02422958406393,7.13574730370099,1966479.19881062,6.175297843,1.571067527,1.177415247,9.029,0.3919,0.2149,0.116,0.0336
"84","310",15,25,"OFRA",3,"Media Luna","15OFR3ML","23.5","13.22562674",3.1094934711578,4.08676284780739,359072.46030066,4.061487108,0.85995263,0.988567735,10.171,0.3517,0.2261,0.1,0.0398
"85","311",15,25,"OFRA",4,"Media Luna","15OFR4ML","25","17.91643454",2.51166044781586,5.58146766181303,1483740.15296684,4.984297134,1.199562053,0.718383924,7.845,0.3653,0.2324,0.1068,0.0416
"86","312",15,26,"OFRA",5,"Media Luna","15OFR5ML","21","11.57381616",3.12990974620768,5.08043321123566,1147129.56233789,5.625823765,1.465614259,NA,7.5,0.4754,0.2744,0.1644,0.0558
"87","313",30,29,"OFRA",1,"Media Luna","30OFR1ML","30","6.119777159",3.30894401444332,8.82385070518219,1266385.98067293,5.252397132,1.297473714,0.549056047,7.257,0.3601,0.2402,0.1078,0.0454
"88","317",30,32,"OFRA",2,"Media Luna","30OFR2ML","27.5","19.22562674",1.93101637216119,9.01140973675223,1014379.58813976,2.48694645,0.62032113,0.487262927,6.997,0.4457,0.2576,0.1596,0.052
"89","213",30,31,"OFRA",3,"Media Luna","30OFR3ML","26.5","25.93036212",2.81041196658768,2.55491996962517,707712.831586171,3.114651837,0.659475943,0.536065063,9.019,0.3939,0.2672,0.12,0.055
"90","332",30,36,"OFRA",4,"Media Luna","30OFR4ML","26.5","15.22562674",2.61072996723155,4.52526527653469,1151621.9967146,3.681810944,0.85853855,0.621058147,6.548,0.4192,0.2421,0.1416,0.0454
"91","334",30,35,"OFRA",5,"Media Luna","30OFR5ML","30.5","6.125348189",5.60172237418584,7.96689404328652,588180.849289513,2.434384061,0.565649477,0.254274798,5.592,0.4559,0.2731,0.1626,0.0592
"92","345",45,45,"OFRA",1,"Media Luna","45OFR1ML","30","15.61002786",2.35425588791998,4.42023554466609,876039.435780994,5.091438703,1.354177596,0.481603394,5.626,0.4362,0.226,0.1598,0.045
"93","347",45,46,"OFRA",2,"Media Luna","45OFR2ML","21.5","15.95543175",2.69500698406359,4.58151187290811,495207.533321685,4.304240571,1.138943639,0.465569979,4.014,0.5323,0.3113,0.2196,0.0768
"94","371",45,45,"OFRA",3,"Media Luna","45OFR3ML","20.5","16.03899721",2.49236280028008,3.8344043081232,1196121.12163027,NA,NA,0.440913443,5.488,0.4375,0.2627,0.1558,0.0544
"95","372",45,42,"OFRA",4,"Media Luna","45OFR4ML","32","12.59888579",5.20680964121987,9.1436657114105,2459476.74914196,8.920894689,1.491877958,1.182992042,7.229,0.427,0.2697,0.1438,0.0568
"96","373",45,45,"OFRA",5,"Media Luna","45OFR5ML","23.5","18.45961003",2.25966312030482,4.45567375834754,987674.349724603,3.305982624,0.661476596,0.454262522,5.468,0.4359,0.2817,0.1456,0.0608
"97","170",55,52,"OFRA",1,"Media Luna","55OFR1ML","25","16.89693593",3.21803907082697,9.17326079959871,1422841.79611611,3.483632096,1.147878235,NA,5.36,0.4597,0.2838,0.172,0.0602
"98","187",55,60,"OFRA",2,"Media Luna","55OFR2ML","33","18.87465181",2.84111201307506,4.89545454560626,1215121.75328441,2.481077557,0.62229095,0.703072112,5.408,0.4687,0.2825,0.1808,0.063
"99","189",55,63,"OFRA",3,"Media Luna","55OFR3ML","25.5","16.60724234",2.34159887619247,2.61030694395226,436330.719603987,3.573868484,1.101204049,0.422871241,6.835,0.3843,0.2176,0.1174,0.0384
"100","193",55,60,"OFRA",4,"Media Luna","55OFR4ML","18.5","6.526462396",3.96845924001245,5.95268886001868,656685.517191786,4.637475327,1.067657266,0.289971249,6.25,0.4468,0.2727,0.1544,0.0572
"101","194",55,64,"OFRA",5,"Media Luna","55OFR5ML","22.5","9.420612813",3.04518406280456,5.73211117704387,802760.94027706,3.254067767,0.839515449,0.442670756,6.313,0.4715,0.2876,0.1802,0.063
"102","128",15,15,"PAST",1,"Media Luna","15PA1ML","16","4.568245125",2.53926829287647,5.2536585369858,570240.853702,4.662505204,1.658229756,1.191224768,49.02,0.1597,0.1004,0.021,0.008
"103","130",15,15,"PAST",2,"Media Luna","15PA2ML","15","3.871866295",4.55206834563485,12.3971223030056,484262.589961155,11.69019577,2.79748813,1.472230385,50.167,0.1562,0.0876,0.0188,0.0062
"104","132",15,13,"PAST",3,"Media Luna","15PA3ML","15.5","6.286908078",4.12961342489665,6.90323438191679,503874.473858659,4.932258239,1.361293166,0.842516876,60.501,0.1459,0.0992,0.0182,0.0072
"105","133",15,13,"PAST",4,"Media Luna","15PA4ML","22.5","16.8718663",3.33395245077304,4.80089152911317,560844.890111534,4.505992322,1.377655832,0.856294941,64.182,0.1468,0.082,0.017,0.0056
"106","136",15,14,"PAST",5,"Media Luna","15PA5ML","15","5.498607242",2.25056990895368,8.18389057801339,635104.008397914,3.145091882,1.140425152,1.167604665,76.449,0.124,0.0723,0.012,0.0044
"107","315",30,29,"PAST",1,"Media Luna","30PA1ML","27","18.55153203",0.218310810851129,12.5164864887981,674337.837913864,7.460383853,2.195988446,0.905479162,53.358,0.1634,0.0754,0.0216,0.0044
"108","316",30,32,"PAST",2,"Media Luna","30PA2ML","Missing","MISSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","217",30,31,"PAST",3,"Media Luna","30PA3ML","19","16.3816156",1.30481635767354,10.9024655663389,481332.256386238,5.697398471,1.568882193,0.407610143,49.219,0.1674,0.0778,0.021,0.005
"110","322",30,33,"PAST",4,"Media Luna","30PA4ML","19.5","23.15877437",1.38932222776347,NA,281372.835044811,3.478582187,1.008226931,0.419421976,44.465,0.1572,0.0831,0.0198,0.0052
"111","326",30,31,"PAST",5,"Media Luna","30PA5ML","13.5","6.309192201",NA,7.70304635707515,NA,3.8968499,1.15952245,0.803908073,46.766,0.1509,0.0892,0.0178,0.0066
"112","336",45,45,"PAST",1,"Media Luna","45PA1ML","23","12.03342618",0.47783564830079,8.21877315077359,575791.956202452,7.563612693,1.837564769,0.680993982,41.975,0.1712,0.1006,0.0246,0.0082
"113","340",45,44,"PAST",2,"Media Luna","45PA2ML","21","4.43454039",1.18388819094734,NA,1675201.79019048,12.81124874,3.464648791,1.774060965,49.96,0.1515,0.0933,0.018,0.0066
"114","351",45,46,"PAST",3,"Media Luna","45PA3ML","15","12.8913649",1.7453543650758,NA,549301.804303127,4.570016477,1.181750351,0.595281667,42.434,0.1876,0.1044,0.0236,0.0088
"115","354",45,48,"PAST",4,"Media Luna","45PA4ML","37.5","20.83844011",0.40490074859063,11.5171768488001,2621357.43962363,12.76004219,2.842358266,1.089510262,64.769,0.1234,0.0721,0.0118,0.0042
"116","360",45,40,"PAST",5,"Media Luna","45PA5ML","18.5","8.167130919",2.20854791956837,7.47508526623142,852980.847140991,8.502437578,1.765988894,0.890126359,48.204,0.1546,0.077,0.0192,0.0048
"117","167",55,54,"PAST",1,"Media Luna","55PA1ML","25","10.20334262",0.735053234936846,12.2508872489474,NA,13.9066355,3.543630391,1.10023914,45.267,0.1645,0.085,0.0198,0.0058
"118","172",55,50,"PAST",2,"Media Luna","55PA2ML","13.5","3.339832869",0.404211843212446,4.4463302753369,NA,3.993040377,0.814891076,0.646731024,44.86,0.1766,0.0914,0.0218,0.0064
